index,isbn13,title,tags
4367,9780743270793,Untouchables,"biography&autobiography.everi sixth human be in the world today is an indian, and everi sixth indian is an untouchable. for thousand of year the untouchables, or dalits, the peopl at the bottom of the hindu cast system, have been treat as subhuman. their stori ha rare been told. thi remark book achiev someth altogeth unprecedented: it give voic to india' voiceless. in untouchables, narendra jadhav tell the awe-inspir stori of hi family' struggl for equal and justic in india. while most dalit had accept their lowli posit as fate, jadhav' father rebel against the oppress cast system and fought against all odd to forg for hi children a destini that wa never ordained. base on hi father' diari and famili stories, jadhav ha written the triumphant stori of hi parent -- their great love, unwav courage, and eventu victori in the struggl to free themselv and their children from the cast system. jadhav vividli bring hi parents' world to light and unflinchingli document the life of untouch -- the hunger, the cruel humiliations, the perpetu fear and brutal abuse. compel and deepli compassionate, untouch is a son' tribut to hi parents, an illumin chronicl of one of the most import moment in indian history, and an eye-open work of nonfict that give reader access and insight into the live of india' 165 million dalits, whose struggl for equal continu even today.narendrajadhav"
4368,9780743271325,Brokeback Mountain,"fiction.th friendship between enni del mar and jack twist, two cowboys, evolv into an intim relationship while they are work togeth as a herder and camp tender, share a bond that span mani year and frequent separations.annieproulx"
4369,9780743272094,Love Smart,"family&relationships.pres a guid for singl that explain how to find the right person and how to sustain a loving, commit relationship, offer help advic on the world of dating, emot differences, and onlin romance.dr.philmcgraw"
4370,9780743272490,The Constant Princess,"fiction.a fiction portrait of henri viii' first wife, katherin of aragon, follow her through her youth marriag to henry' older brother, arthur, her widowhood, her marriag to henry, and the divorc that led to henry' marriag to ann boleyn.philippagregori"
4371,9780743272506,The Boleyn Inheritance,"fiction.an onli survivor of the ambiti boleyn family, lady-in-wait jane boleyn testifi against henri viii' latest queen, ann of cleeves, and conspir to place her young cousin, catherin howard, on the throne. by the author of the other boleyn girl. 225,000 first printing.philippagregori"
4372,9780743272537,Virgin Earth,"fiction.a sequel to earthli joy follow the life of john tradesc the younger, who work as a garden to king charl i befor flee to the royalist coloni of virginia in order to protect hi family, a decis that test hi botan talent and involv him in the plight of nativ american whose live are threaten by coloni settlers. reprint. 85,000 first printing.philippagregori"
4373,9780743272773,How to Win Friends and Influence People for Teen Girls,"self-help.donna dale carnegie, daughter of the late motiv author and teacher dale carnegie, bring her father’ time-tested, invalu lesson to the newest gener of young women on their way to becom savvy, self-assur friend and leaders. how to win friend and influenc peopl for teen girl offer concret advic on teen topic such as peer pressure, gossip, and popularity. teen girl will learn the most power way to influenc others, defus arguments, admit mistakes, and make self-defin choices. the carnegi techniqu promot clear and construct communication, prais rather than criticism, emot sensitivity, tolerance, and a posit attitude—import skill for everi girl to develop at an earli age. of course, no book for teen girl would be complet without take a look at how to maintain friendship with boy and deal with commit issu and break-up with boyfriends. carnegi also provid solid advic for older teen begin to explor their influenc in the adult world, such as drive and handl colleg interviews. full of fun quizzes, “realiti check” sections, and true-lif examples, how to win friend and influenc peopl for teen girl offer everi teenag girl candid, insightful, and time advic on how to influenc friend in a posit manner.donnadalecarnegi"
4375,9780743273053,Love-Lies-Bleeding,"euthanasia.thre peopl gather to determin the fate of the man who sit in a straight-back chair say nothing. he is alex macklin, who gave up easel paint to do land art in the southwestern desert, and he is seventi now, helpless in the wake of a second stroke. the peopl around him are the bearer of a complic love, hi son, hi young wife, the older woman -- hi wife of year past -- who feel the emot tenac of a love long-ended. it is their question to answer. when doe life end, and when should it end? in thi remot setting, without seek medic or legal guidance, they move unsteadili toward last things. luminous, spare, unnervingli comic and alway deepli moving, love-lies-bleed explor a number of peril question about the valu of life and how we measur it. --publisher.dondelillo"
4376,9780743275033,The Coffin Dancer,"fiction.new york polic depart criminalist lincoln rhyme and hi student amelia sach lead the hunt for a serial killer who chang hi appear with each murder, except for a tattoo of the grim reaper waltz in front of a coffinjefferydeav"
4377,9780743281591,Diary of a Mistress,"fiction.what should a wife believe? the word of her husband or the diari of hi mistress? from the author of secret societi come a tale of love and jealousi in which two women struggl to separ fact from fiction. monica count her bless -- she ha a husband who is not onli devot to her but is also commit to be a strong, care father to their twin sons. when carlo surpris her with an unforgett romant getaway, monica know her husband is still veri much in love with her -- and she with him. but an unexpect packag threaten to chang everyth monica' ever believ about her husband. angela ha adopt a sex-them-and-leave-them attitud toward the marri men she' bed over the last five years. then she met monica' carlos. now she will stop at noth to get him for herself -- even if that mean destroy her own life and anoth woman' family.miasha"
4378,9780743284288,Female Chauvinist Pigs,"socialscience.examin how some women are promot chauvin by behav in sexual compromis ways, in an account that evalu how women may be contribut to misogynist and stereotyp belief systems.ariellevi"
4379,9780743284790,Persian Mirrors,"history.th book that reveal iran to the west, now with a new afterword. elain sciolino updat persian mirror to includ coverag of the 2005 presidenti elect in iran. as a correspond for newsweek and the new york times, sciolino ha had more experi cover revolutionari iran than ani other american reporter. she wa aboard the airplan that took ayatollah ruhollah khomeini to tehran in 1979 and wa there for the revolution, the hostag crisis, the iran-iraq war, the rise of presid khatami, the riot of 1999, and the crisi over iran' nuclear program. in persian mirrors, sciolino take us into the public and privat space of iran, uncov an allur and seduct nation where a great battl is rage -- not for control over territory, but for the soul of it people.elainesciolino"
